Text,toxic
zain k pass Lora NH ha balka wo khud ek Lund ha,1
Han loru aa skte hein,1
ajj 3 baja barish b ha gadha k bacha,1
bharwa friday ko q rakhwa le class?,1
kisi or din rakhwa leta. pagal k bachay,1
chutya ek raat phla Bata RHA ha,1
Mera ko Lund faraq nhi parhta.,1
bhoosri k hazar bar bola ha 3:30 pe na rakhwaya kro class k chutia ho koi tm?,1
Abay ye ajeeb bakchodi hai,1
Bhenchod chutya aurat,1
ek number ki ma ki loudi,1
bht lund leliye hen is chut ki nai ne maregi kutia ki mout,1
sub mil k gand mar dengay tumhari,1
gandain marwalo wo sai ha,1
aj apki gand m nazr hy sabki,1
gaand nazar me rkh lo bs marna nhi,1
Ye kya bawaseer phela dya ha bc,1
lund k bacho class cancel karao,1
randi uni aa,1
Madarchod bola hai na wo,1
aby chutia bhara hua hein class mein,1
Randi k bacha ata ha nhi tu.,1
Har roz gand ka bukhar esa ban jata ha jesa tera baghair to class hoge nhi,1
main tere kuss phar dunga,1
barwe tjy bhi choot mil gaye kiaa,1
tere hote huay humen chot ki kia zaruarat bawali gand,1
Nikal bharwa 12 baja garmi hoti ha,1
mein aya tha sir nhi the bharwa sai time pata kr k btao,1
sir fawad say kon apni ma chudwa rha hy,1
wah Bhosri k Jis ny bula hy mery samny boly,1
Hamari tw gaand nai jali kisi se,1
Wah bhai wah sahi gand marai chal rhi ha,1
kis ne gand marwai he apni ..,1
bharway kya sasty nashay kr rha hy,1
yay kya chutyapy kr rha,1
yay kya bachon wali bat kr rha ho gando ?,1
4 saal apni gand marwai he,1
bc khassi bakra aur bharam dekho,1
kal sae gand mari ha arsalan ne iski,1
Abay bc kuttay k bacha,1
Randi k chut na number or Kam krdya,1
Randi ka bacha ha ye ek number ka madarchod ko ma Kya bolo,1
chutya Tera b number Kam hogy,1
Randi bhosar nath k choday,1
Tera kuss ma Zain bc Mena us loro fawad ko msg krdya tha,1
bhenchod yeh bhi theek hai 75 se 68 krdiye marks,1
apni behen ka rishta dedia he jese madarchod ka bacha,1
gandu 6 pe krwao,1
Nhe mjhe yad hai tmhari gand phati v thi,1
Is randi ki nasal ki gand pharunga Monday ko,1
Abe kia chutiape ki marking ki he,1
Bc chutya ha Kia 65 diye hn gando ne,1
londa chodne gya hai?,1
Aye kanjar nend barbad,1
bhosri k mera chappa or tu ziada legaya,1
pata nai kia randi pana ha,1
bharwa pura pesa leka aa achi jagha chalte hein kahin,1
tu mera lund le lay bara mast ha,1
tu Lund hai shuru say abhe tak nhe bara hua,1
ulta sedha nh blo bhala wo Lund ha,1
Ye dekho is bhosri walay ko,1
Abb randi rona band kar aur sheesha lay ke ayo bihari,1
Rota tu ha chutia,1
Waqai ma tu Lund Hi rhega,1
Tu lund chutya Public main abb ganday comments karogay too yahe hoga....,1
Ha tw public ma asa chutyapa ki post b nh krna tu,1
abay bara ganda bhand hogaya tha is k paper me,1
Abe bhai kisi ki gand main nai uchal rah ap bhi apna wala bitha lo...,1
Bhai bhot saare Chutiye hain yahan jo direct ib jayn ge Fawad ke ab..,1
randi zyada uchhal nahin,1
iski chut parliament ki testing nhi hui,1
ay apny mtlb ka teachr hy wese banao chutya khao kaila,1
Sir ko blo ya chutyapa nh kren BC unka trha farig nh ha BC jb marzi bula k khwar krwat ha lund,1
project kab submit hoga or kab nai sub apni gand na marwao,1
tumhari gand me bhi bohat kharish ha bar bar msg kar rahay ho.....,1
apne in bapon ko samjhao mjha nhi loray,1
Ay madarchod mena kb bola tha fawad sa pochna..,1
bharwa tyry sy time pocha tha teri gand nae mangi thi,1
msj nae karo har post p hota hy yay kon BSDk hy jo msj krta ao hmari gand marny,1
chutia ha iski gand ma bht kharish hti ha,1
Zain tm sae chutiya admi ho.,1
Tera baap block hoga madarchod,1
gand Phar dega wo upcoming semester me,1
mera Lora ab ma kal aoga,1
aby yr ye kesa chutia admiii ha yr,1
Nhi bharwa paka nhi ha tu aa kal,1
teri chuss mein gadha ka lund,1
apon ko teri gand marny ka hy,1
Nai karega. Bht chutia admi hai wo.,1
ek b dhanka teacher nhi ha gpa ki maa chuda ge,1
Taha bharwa teri gand maar du ga ager koi galti nikali to madarchod,1
Subha subha q gaNd jlane ajata h?,1
maine sbko chutia banaya tha ppr sirf 1 banda bana...,1
Lora khae ga?,1
Abay jaa chutia tujha ghar ma dusra waqt salan nh milta,1
Nikal Louray Pehli Fursat main nikal..,1
Bharwo date or agey karwao sir se,1
randi k bacha dur hoja tu,1
yr ajeeb chutia log ho pata b ha tmha sir ka,1
bc yahan sb gand marwa rai hein date agey barhwana k lia,1
tm logo ka chutiyapa hi khatam nhi hota,1
ajeeb chinal log ho datacamp ka chutiyapa lia q tha ager krna nhi tha to,1
gaand masti sochti hai sub ko,1
Antihai chutyapa ki bat hamasha krta ha Haris tu,1
chup kro chotiya,1
Zain apni gand kb dogay?,1
gand do apni choti choti,1
chutia hai tu or chachi dono,1
abe bharway q apni gand dy rha hy jaty hi keera kat gya,1
yay kya ma chudae hy end m hi sb apni gand dyty hyn akr,1
dob ke mr ja akasha ki gand me,1
iu wala paper chutyapa k he wo khtam karwoa,1
bhoosri k apni gandi pappi apne pas rakho,1
Lund jitne key points,1
aby bohat koi chutyapa ka paper tha or baqi 2 to or b chutiyapa k hein,1
Is semstr sbne chotiya bnaya hai hmen,1
Ab isko sadick ki gand ma daldo bc,1
koi b papr ni lga sbki gando me dal do or fawwad k 2 jyengi,1
Krdia bohsri k,1
ye to chotiya bnane k liye hai.,1
Gadhay ki gand me,1
aray bawli gand tmhari hai,1
gand k andhe upper likha hua ha Slide 1,1
chup bawli gaand,1
ye le jhant k baal,1
baray harami ho jaffar,1
bharwa talashi k bahane pura game khe jata hai,1
teri gand mein bumbo,1
kiya hua be bawali gaand,1
barwe kch puch raha hunn,1
chutiyaape k sawaal q phuch raha hai,1
barwe private me msg dek,1
chutia kata he sir nee,1
bharwa ye kia upload kia ha sae se upload kr,1
Ye ly chakkon k sodagar,1
Ab to gand dedo,1
sb randion mein sb se acha randi ha,1
to randi koi jawab bhi deta hain,1
randi teray ko kal msg kia tha,1
abay sasti randi al-asif chalay ja,1
Ye bhai Shahi koi nae ye wse larkion ka dalal ha,1
Gando brghairat insan na ho to bharwa,1
Khud hijdaa hoga begerat,1
lanat Ho Aise bhai per,1
Lanat tum or tumhare soch pr,1
Lakh di lanat khanzeer ka bacha aor Teri soch per lakh dafa lanat,1
zain ki chut mein gadhay ka land,1
Junejo ka tatta,1
Ibad randi chup.. pucha tjh sy ksi nay?,1
ye tattay k muu jese b vlog banayn gyn ab,1
Zain memon k bacha konse pesa dia tune? randi chinal,1
Zain logon k lund se brush krta hai,1
Arey kia bawaseer bna die ho poll ka,1
lahore ha bharwa. dekh k share kia kr,1
Ye saste nashe kr rha h itni grmi me,1
madarchod ne itne sms kiye hai forward koi sa karo ho koi sa raha hai,1
bhai jan garmi sa mera lora behosh hora ha cancel krwao,1
kya lora bharo project hi nae pata jab kch green line project dal dy mera,1
bhosdi k khud fill kr,1
han to loray sahi se typing karo na,1
kuttay ka bacha ha,1
han treat a rahi ha ijtemai teri gand marne k liye,1
Teri gand me daloon ga WO 4 tray madarchood.,1
matlab mera Lora,1
aik number ka cutiye ka bacha hai,1
ajeeb bawli aurat ha lab k marks nai chahray,1
mujhy abhe pata chala hai chutya admi,1
bhoosri ka gand k bukhar kahan maray hua the tm 1 saal se ?,1
tm ho hi chutia bc gand mein ghussay rehte ho,1
hamaray pass ai tha randi roona roo k gae hein k response acha nhi.,1
Meri late night tatti ho tm bharwa,1
ab batain nhe chodo bhai..,1
Bhen k lodu jin ma masla tha un ka update kiya hai.,1
Bc yha jung chal rhi ha or tu improve ma laga ha chal border pa bhosri ka,1
Knsi file bc khul hi nhi rhi ha bhenchod,1
gahda k bachay file nhi khul rai bhoosri k,1
Mere pass to khul rahi hai madarchodo,1
Arey madarchodon pics dal de chupana krna zaruri ha,1
mera lund arha hy pechy daikh,1
bharwa roz socha kro,1
yay mu ki badchodyan krta hy ese,1
ai ya nhi maa chudai,1
bhai team lao mayya chodenge sbki,1
ary randi tbhi ho delete krdiya tha,1
Abhi jaa chutya,1
abhi dekho bharwa,1
tera bc har paper main randi rona hoga kia?,1
ajeeb chutiape ka result dia he yaar,1
Teri mooch kaat kr teri gand me dunga randi ... Sahi result dy,1
Madarchod sirf theory k num nai hai,1
bhai chutia kaat rai ha,1
Abay yr kia bakwas result dia ha,1
gand phat gai h or kch ni chal rha,1
yr lab to achi hui thi ye kia maa chudia ha,1
Ha ab lund choslo uska,1
Tattay Chatwa lo is se bas,1
is saal teri bht gand maari jayegi,1
quries bata bhosri wala ko,1
bol gand phati pari ha,1
bc GP ki chudi pari ha,1
taliyan bajao lauday k liye,1
aram kr bhoosri k tang na kr,1
bhrwe guddu wali baaten krte ho tm bhi bhosri ke,1
han bhenchod mazak banaya wa h chutye ne,1
mat rakhwana chutya nae hy isky chakkr m,1
BC sahe chutia insan ha ya,1
Khatam kro chutyape. Hogae cancel ab,1
thoora wait nhi kr skete the madarchodo,1
Bharwe jab usne khud ki hai tu kia krlega,1
Chutyape ki baat mat kr,1
barwo rukjao wo online ajaye to confirm hojaye ga tohri der me.,1
gand me kharij he na sab k,1
Arey madarchodo ik baat krlo lab ha ya nhu sab apni apni lulliyan leke khade huay han,1
madarchod rat m gand marwata na apni,1
bhai ab ager makki na kaha k ajao tb b nhi jain ge maa chudai ab,1
Chutyapay mat karo ek baat karo ajeeb Gaand Marayi kar rahe hain sab milke,1
chutye ke bache jama hue hain saray,1
call ki to kaat di chutia ne,1
Bhen k loray chutiya saalay,1
sab chutyay hain tu bhe chutya,1
tera Randi roona ka masla ha bhai hamari soch,1
Arey usko bol paper par le madarjaat,1
us madarchod ne paper bnaya hoga to lega na paper,1
Compounder iski gand letay hain bahenchod,1
madarchod poori film ki kahani sunaega kiaa,1
abe bhai gand phatwayga kya,1
Abe Bhai Usko bol Q chutiya bana rah hai sabko,1
yar ye kia chutiapa laga rakha he seedha paper lene ka bol yar akasha usko,1
iski ma ki chut bhosdika karwata kuch ni tha implement krwaraha he,1
kahan karwai ga wo chutia?,1
Inki gaand men chatri kholega men,1
Makki to chutya hai,1
esa chutiyapa kon krta ha,1
bharwa na kaha tha k paper hoga,1
lora ain ge yeeee,1
bol bhoosri k bol,1
is bharwa ne miss samia ko call kr pucha tha,1
esa hi darindo ki vjha se hum larka badnam hein,1
Bc kon bola tha tmko? Madar chod,1
Ak Insan ny ak time pa pory pakistan ke randion ko chod dala.,1
Is bhennn kiii louriiii chandddddd marr,1
Haramzadi Aurat,1
aisi chutiya larki paida ho rhi hain,1
Teri maa ki choot randi march wali gustito,1
Iski choot ma aag lagi ha.,1
Kya chutiyapa machaya is sun Glasses wali larki Ny,1
jamuriyat ke naam per yeh randi khana khol ker rahka huwa hai har jaga,1
Ye kesi randi ki aullad hai,1
is behn k lodii ka poora int lo bhai rating milegi,1
"Betmz, jahil gawar, lose temper, intahi gatiya 2 takay ki aurat ha ye",1
Bhai 2 takai zara ziyada laga leya hy ap ne aik takai ki b nahe hy eski manoos shikal,1
Mara Gand Mara Marzi .,1
Lant ho tom par mara jesam mara marzii ..latan bagart hawrat,1
Knjr ki naslain h,1
In kanjaron ko isi ki to azadi chahiye,1
Mansoor aur amir liaquat ki gandi gusti aulad hai,1
Lanat ho tum March waloon pr,1
Lanat ho tum sub kanjer o pe,1
Dalion aur kothy ki kanjaryon ka toola,1
Ye wali azadi chahey in gashtii k bacho ko lanat in py,1
Ye bharvian yehi to chahti hain,1
Dekho en kanjriyoon ko se.zra.gor.se,1
Sahi chudai chal rahe hy ye,1
"bs bhosrike yehi, yehi miss KR Diya,",1
kaha b tha aurat March ki support krne chalte loru,1
Ianat Randi ki nasal,1
Lant is par or is larke par,1
Sare kanjer akathey hogaye hain,1
chal gand dho lay,1
abay wo chutiya bana raha ha sawal thora sa chnage kar k,1
Bht randi rony hyn bhai,1
Sarey nullay ho bc book ka naam tk ni pta,1
bhangi k bache ko hatao to cr ki treat pakki,1
lambay ne jo tmhari gand ki picx daali thn na,1
konsi gand ki pic,1
laat maar kar bhaga den ga,1
Bekar fazul media reporting,0
.Lanat baigarat builders per,1
wah bhosdi k kia post mili ha thujhay,1
ye koi tameez hoti ha batameez insan,1
bhae nihayat he batameez,0
acha chalo lund na chabao,1
idhar nai zaroorat teri bhosri walay,1
delay nai hona chahiye gando,1
abay bhosri k tbn kahan se agaya beec me,1
kissi kutta k bache h ....depart m bhi inhi ka baap bethe h .....,1
abay wo bhosri ka nai de raha,1
intihai bakwas tareen coffee hoti ha,1
usko bol dy jaldi bharwe,1
Inki gand m electrician ban k ghsnga m,1
Maa chod do uski.. ijazat hai apko,1
Paida q kya bharway ko,1
chalo mat chodo.. gand phar do..,1
Ab ye mat puchna gand ki kya galti,1
tum to bhago yahn se har jaga ajatay ho gand lay k,1
log dimag se pigal hotay hain tum lund se pagal ho,1
manhoos khandan jahan ja ke basta hai wahan se doulat bahar jane lagti hai,0
Begairto gareeb ka jeena mushkil kr dia hy,1
kab tak awam ko chutiya banatay rahen ge karkardagi deikhein,1
choohay teri kya auqaat ha,1
Isko bhonkney ki nokri milli hai,0
Bhag gaya hai chor.. choona laga k.,0
ye bakwaz media hai 2 saal pehle bhi thi ye cheez,0
kuttey ki moat Maro tum,1
ye aik bhonknay wala kutta hai. . aur kuch nahi. .,1
kesa hoga koi kaminaaa admi,1
beghairti ka koi ilaaj nahi,1
phir ye nasha kar ke agaya chutiya,1
yeh larki fuzool mein bakwaas kar rahi hai,1
ap kya kuttay ki terhan bhonktay ha,1
"chor daku ghaddar khaak qanoon saazi kere gi ,",1
Atif Aslam to aik intaha ka ghutiya admi hai,1
Allah gharak kre in sab hakumat krne walo ko,0
yeh aunti pehlay se nangi hochuki hai ab dobarah kharish horahi hai inhein nangi hony ki,1
Ap ko meri taraf say Laaaant qabool hu,1
bolne ki tameez hi nahi hai ese,0
NIAZI BAGARTH na jab hakomath ma aya ha mulk aur cricket ka bora hal Kar deya.,1
abay mirasi bhag yahan se,0
kis nadaan k hath me choot day di,1
tattay ki bhi sune ga ab,1
bharway tm dabba k tippian dekho,1
Ek say ek harmi es city may agay hai.,1
gharib nai bewaqoof log Hain.,0
new hotel khola hai kanjaron ne,1
Inhe toorrne sy phle un kanjaarroo ko uthaao jisne ye bannane ki ijazat di,1
bht Harami Raja je,1
bahut harami hai tu,1
Yehe Sub bachodia ke waja as aaj kal Mutt marna zaida Asan hai,1
Randi ko phasswa do,1
Per ab ap chutiyape ki bt kr rhe hou,1
grnay say pahlay aagh lag jaye gi,0
Banawti hota to bachodian krta,1
Ajeeb chutiya log hain.,1
Looto haram khoron,1
Bhosri k tumhara num he band jata ha jab b milao,1
Gand phati pari ha,1
Hamza randi ronay kr rha h night stay pe,1
zindagi ne gand mari hui ha,1
abbay haram khor hum apni bat kar rahay ha,1
Harami pan nh treat dede shabash,1
han to bhosri k 1000 me teray ko tour thori mile ga,1
Bharwe ki gand marta hn,1
bot chutya ha,1
han to bhosri k kia bhejo me,1
Yar bachodian nhe kr aja,1
recorder apni maa chuda raha tha raat me,1
pehli wali me bohat bachodi thi,1
ye fawwad sahi gand se pagal ho gaya ha,1
Mohti gando ne reply nhe kia,1
seedha gand de dio bolo ye rahi marni ha marlo,1
khair gand itni phati hui ha kia jatay,1
Lanat on Agha Khan,1
Waqarzaka khud to chutiya 3rd class banda ha,1
lao Meri unique ki bike bharwe,1
Ye motaa Kiya chutiya h bsdka sasta big boss,1
Mota sahi harami hai,1
full yeh chumma chaati kia chal rha hai bc,1
Kia chutiyon ki tarha larr rhe ho,1
kutton k sath sona chahiye mardoon k sath nahi,0
ye tou kuty ki bachi lagti hai haraman,1
Is Randi Ka Mun Itna Bara Hai,1
Ghore Ka Lund Daal Diya Jaye teray me,1
Be-Shumaar Laanat Hai Is Randi Par.,1
Lant ha in logo pr,1
Ye begeraton per Qanoni karwai honi chahiye,1
Lanat hy teri puri zndgi pa,1
Karachi sa lanat bhaj ra hun kabol Karo,1
behaya logon ko koi khofe Khuda ne doob maro O beghirto,1
Bagrat ka bachi sharm kar,1
Lanat hy un begert mardo pr Jo uorat march me sahmil Howe,1
Ye baghairat baap se azadi chahti hain,1
Kuteyu wali zindage tumme pasand hi,1
Ye hein wo mera jism meri marzi wali randiyan iluminaty ki funded,1
Beshaaram begairat lanat hy tujh pr gandi aurat,1
Intehaaiy gahtia aurut budmash or zaleel aurut hai ye,1
yhi to hen begarat jin se muslman badnam hen,1
log khud haramy hai,1
ab ye kaminiyan us pe b tanqeed krengi,1
bhtt hi koe ghatya orat hy,1
Ya bat apny baap ko bol jes n tujh jasi gandi ulad peda ki h,0
Bohot ziada bhonk rahi hay,0
jesy kuttia bhonk rahi hai.,1
Is kutte ki bachi ko arrest kar k saqt se saqt saza di jae,1
Lanat hn tm pa lanat,1
randi ni yar tawaif hy ye,1
Kuty ki buchi bhabg p kr ai ha kia,1
Are o kaminy ourat phle zaban sanbhal,1
Ye chief justice Islam abad ki gndi olald he,0
Lanat ho Teri marzi pr,1
Ye bargar randdi he,1
Yar esko lora do yar koi ja k,1
Lakh Di lannat kutia tere pr,1
Buhat bari behnchod ha,1
Lanat Terri nasal par,1
Ye sari ki sari gashtiya hy jo apna dhanda chlana chahti hy,1
Yeh zalil ho kr Mary ge,1
Ye he kon lanti aurat,1
Haramzadi ngos ne kitne passy deye yahodiyoo ki agent,1
sasta condom na hoto aisi gandi olad wajood mai nahi ati,1
Tu tu bhot bari randi hye,1
is randi ki gandi main aag laga di ha,1
is randi ko pakar Kar .. 24 ganty chod na cheye,1
Tum sy bari bhen chod koi ho he nai sakti,1
Lan pe char wahen rhe yahan kun gand marwane laga h,1
Ab teriy gand pharna baqi he kuttiy,1
Teri to shakal randi ki hy,1
Bakwas bnd kr randi,1
Lanat Hy behuda be sharam,1
O lanati ourat tery lehajy sy pta chl rha h k tu ktni khabees ourat h,1
Jitni ye gandi khud hai ussay b gandi iski soch hai,1
Ya gashti pakistan ki ha hi nhi,1
chal bay randi,1
Ye khud aik randi lagti h mental .,1
Ay chwal khatoon tum koi nasli bagrrat ho,1
Begherat aaurat ke name per dhabba,1
lanat tum sab be hayaon par,1
Sab paise aur shuhrat ki bhooki hain.,0
randio ma kuch bahdway bhi nazar arahay ha,1
Lant beshumar in fahash Orton or larkiyon or mardon p,1
Anchor beghairt k bachy ko dekho,1
yar tum nehayat he ghatiya ho,1
tum to hum se bhi baray begarat nikle,1
tumhain pata ha na mujhay larkay achay nai lagtay,0
larkay achay nahi hotay,0
bhag be yahan se chawal sala,0
zehar lagtay ho tum,0
apni gandi shakal mat dikhaya karo,0
door hojao meri nazroon se ghatiya admi,0
en kaminon ko koi nhi pakarta,1
Bhai mjhe koi shoq nahi gand marne ka,1
asbhbal ki gand maro phr bolyga vo such,1
Abi shuru kahn kiya khelna gandu,1
mere satth khele ga bosri k,1
Ashbal ne kaha inko fail krden choot apki,1
Ashbal bhosdik ab to sach bol de,1
Or tmhri class aisi hai k numbr k liye gand b de skti hai sir ko,1
pr madarchod koi class ka hi h tmhri,1
bhangi ki gand m ghus gya tha pura,1
Jawad bht hrami hai uthane k mamle me,1
jawad wese hy to bht harami,1
han r koe xyda hi otha rha hy nam ly lykr gand mrwa rha,1
Wo aisi thori fail kr dega me danda de dnga uski gand tk,1
bhai jo rha hy tattay othay jarhy hyn bs r kch mae,1
Sb se zyada gand to meri jawad yousuf se jalti h pta ni q,1
Usi wja se mene comment kiya tha k class chotiya hai..,1
bht maa ki lori class h bc,1
Akhri semstr hai marunga behnchodon ko,1
maa k lory hn class wale sare,1
itna parega bharway ab,1
Ab kis bat ka rona dhona jb le lia ha pora gand me danda,1
Rocco mazey le rha h baten sun k hrami,1
Lorey lasan hn bs,1
Moti gandu kya likhatha paper men,1
Bc kanjr ko galiyan do akhri semester hawese bhi,1
Chotiya hn bhai sb,1
Han naw jafar b chotiya or fawad bh,1
banday gher k lao vrna gand mardi jaygi,1
madarchod ko ja wa hy nae rha,1
yay shazaib r 3 4 ki gand m bawaser horhi hy jani ki bs,1
chotiya bna rhe hen bs or kch ni,1
Bol raha me khud 1000 ka le raha azim qair sponsor hain lora lassan,1
Osama ko phone kia tha gand dikha di usne,1
apne hi gand mra rhe hen yahan to,1
Moti gand mara rha he,1
Chl bhag bsdk gand k andhe,1
Me puhnchgya tha kou nhi aya to wspis agya ghr khuwar kra dia kanjrun ne,1
Ye log kahan gand mrwa rhe hen,1
Hahaha gand phat gai hai Bhai ki.,1
Nhe nikle ye bsdwale ab tk,1
bharwo badchodyan kam kro kam ki bt karo,1
Moto bhsodik k nikl ghr se,1
Agr koi randi rone nahi karega to maza kese aega men aj nabeel bana hua hun,1
Ashbal gandu scene ni kro srf,1
monday ka karlo yar aj gand bht thaki vi hy,1
Sb bhrwon ne read krliya h pr rpl ni kr rha koi madar jaat,1
face book block krdyga muje bawaseer ki video dalne pe,1
abay harami pan kar raha ha wo,1
hahah hogai chud jaye ga jate jate,1
